Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Record Number
0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14,1205
0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13,3928
0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11,4446
0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6,3789
0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9,353
0.51,0.405,0.12,0.61,0.229,0.131,0.235,11,1769
0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12,1478
0.505,0.41,0.135,0.657,0.291,0.133,0.195,15,4376
0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8,3469
0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8,711
0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7,140
0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11,3246
0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10,1164
0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11,2878
0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13,4114
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11,2700
0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6,201
0.51,0.385,0.135,0.632,0.282,0.145,0.17,8,2178
0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16,3628
0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7,4378
0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5,308
0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13,4041
0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14,647
0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20,1306
0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12,3776
0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18,4091
0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5,2074
0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7,843
0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11,2283
0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,1617
0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10,1080
0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6,1829
0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17,3501
0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,1291
0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15,2955
0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9,3993
0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8,4853
0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15,794
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,3665
0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14,3855
0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,3743
0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10,3386
0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,1426
0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,3168
0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14,3304
0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11,2605
0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16,2482
0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,4112
0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,1903
0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16,561
0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,952
0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,1635
0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18,2344
0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,1644
0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16,385
0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9,363
0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10,3819
0.45,0.35,0.135,0.56,0.231,0.137,0.145,13,3359
0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9,2654
0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12,3514
0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11,1212
0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12,2412
0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,87
0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12,911
0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,3133
0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14,551
0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8,109
0.635,0.51,0.155,1.156,0.428,0.289,0.315,18,2489
0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,4850
0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15,1879
0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15,426
0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,4103
0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15,570
0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14,870
0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19,4227
0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13,298
0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,1181
0.61,0.495,0.19,1.213,0.464,0.306,0.365,15,1808
0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,4243
0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,2672
0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9,647
0.455,0.375,0.125,0.533,0.233,0.106,0.185,8,1726
0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12,4071
0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,1768
0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7,2072
0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5,3972
0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12,3114
0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9,2332
0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,878
0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18,1396
0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13,530
0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,2219
0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14,2417
0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17,1263
0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,2439
0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14,4612
0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11,1227
0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10,3760
0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,2656
0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12,725
0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13,2068
0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17,4061
0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11,4131
0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,4534
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18,1890
0.46,0.355,0.11,0.415,0.215,0.082,0.13,12,4886
0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,3630
0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15,4488
0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12,4424
0.655,0.53,0.19,1.428,0.493,0.318,0.565,18,4935
0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24,4373
0.55,0.45,0.17,0.81,0.317,0.157,0.22,11,4074
0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13,431
0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,3278
0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,283
0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,2402
0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14,4638
0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12,2233
0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15,636
0.535,0.42,0.16,0.72,0.275,0.164,0.225,15,3596
0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,2995
0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,234
0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,1452
0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,1459
0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,3095
0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,485
0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,2346
0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,4495
0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,2467
0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,2380
0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,2689
0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,4403
0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,1435
0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,1599
0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,2173
0.6,0.445,0.175,1.057,0.383,0.216,0.355,16,2637
0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,3890
0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,677
0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,2988
0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,2155
0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,4285
0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,3209
0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,207
0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,4208
0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,1617
0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,1445
0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,1238
0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,1687
0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,3341
0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19,1209
0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16,3718
0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,3407
0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,1845
0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,1831
0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,3903
0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,3833
0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,4907
0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,3052
0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13,16
0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,2522
0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,2106
0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,1886
0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,31
0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,4107
0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,4282
0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,2189
0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,1066
0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,2268
0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,2346
0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,4365
0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17,616
0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,4185
0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14,3105
0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,354
0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,4801
0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,1793
0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,4519
0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,4710
0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,2673
0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,265
0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,1575
0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,1497
0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,424
0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,2480
0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,4401
0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,663
0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,4689
0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,3293
0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,682
0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20,2302
0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19,2775
0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,1252
0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,699
0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,485
0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,1048
0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,4726
0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,233
0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,2877
0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,3178
0.61,0.46,0.17,1.278,0.41,0.257,0.37,17,855
0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,4888
0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,4267
0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,318
0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19,340
0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,3602
0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,2366
0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,3559
0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,706
0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,1030
0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,4844
0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,523
0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,354
0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,4151
0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,4423
0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,2348
0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,4090
0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,2638
0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,3643
0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,59
0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,3577
0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,1172
0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,1106
0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19,4466
0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,397
0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,4195
0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,3714
0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18,1959
0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,4444
0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,3610
0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,4968
0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,2366
0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,4927
0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,2709
0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,4573
0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,386
0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,1649
0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,4664
0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,604
0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,2682
0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,4939
0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,2786
0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,363
0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,4288
0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,1519
0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,1607
0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,3749
0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,2934
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,1108
0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,4773
0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,3348
0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,1868
0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,1871
0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,1791
0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,4822
0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,4296
0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,1184
0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,4120
0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,3228
0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,2598
0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,798
0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,2286
0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,2145
0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,3828
0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,847
0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,1126
0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,285
0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,568
0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,2821
0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,2576
0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,355
0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,3666
0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,1583
0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,360
0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,2455
0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,620
0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,2050
0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,26
0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,3775
0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,2839
0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,1398
0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,192
0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,2261
0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,575
0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,3363
0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,4924
0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,366
0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,2019
0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,990
0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,1522
0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,1902
0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,3264
0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,3275
0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,3220
0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,247
0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,184
0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,143
0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,3074
0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,4333
0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,1826
0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,1632
0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,2824
0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,3286
0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,3870
0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4,2871
0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,3570
0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,3538
0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,3017
0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,698
0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,1254
0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,3225
0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,2410
0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,3205
0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,4983
0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,4283
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,4307
0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,1660
0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,2572
0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,3298
0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,2704
0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,4124
0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,996
0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,4408
0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,2303
0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,3287
0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,2569
0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,341
0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,614
0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,3995
0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,1945
0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,572
0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,843
0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,2067
0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,2853
0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,575
0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,3414
0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,4267
0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,4587
0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,4623
0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,1736
0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,1999
0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,1527
0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,3762
0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,2535
0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,963
0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,735
0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,263
0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,1875
0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,1502
0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,185
0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,75
0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,4736
0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,4497
0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,4818
0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,1690
0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,4332
0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,2104
0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,2718
0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,2723
0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,3458
0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,2068
0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,3544
0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,804
0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,3280
0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,2350
0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,2725
0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,2893
0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,2979
0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,2012
0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,2500
0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,677
0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,1442
0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,1602
0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,4732
0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,3954
0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,1563
0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,803
0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,2918
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,321
0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,2019
0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,2268
0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,2895
0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,4619
0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,3579
0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,1090
0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,3028
0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,1192
0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,4589
0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,2773
0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,601
0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,499
0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,2200
0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,2726
0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,1234
0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8,3543
0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,3515
0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,4204
0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,646
0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,1476
0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,2055
0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,3555
0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,4231
0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,4235
0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,4987
0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,3554
