Year,Rank,Company,Revenue (in millions),Profit (in millions)
1993,295,Raychem,1296.3,-24.8
1993,296,Dresser-Rand,1294.4,N.A.
1993,297,Gerber Products,1293.1,127.6
1993,298,Varian Associates,1290.7,38.7
1993,299,Tecumseh Products,1286.7,-42.7
1993,300,Rohr,1283.3,1.5
1993,301,Triarc,1278.6,-7.5
1993,302,Alliant Techsystems,1274.4,38.8
1993,303,Federal-Mogul,1271.9,-83.7
1993,304,Zenith Electronics,1271.4,-105.9
1993,305,Brown-Forman,1263.8,146.4
1993,306,E.W. Scripps,1263.4,83.9
1993,307,Amoskeag,1247.9,5.3
1993,308,Pentair,1239,1.2
1993,309,Valero Energy,1234.6,83.9
1993,310,Magnetek,1229.8,22.2
1993,311,United States Surgical,1197.2,138.9
1993,312,Trinity Industries,1193.5,22.1
1993,313,Medtronic,1187.2,161.5
1993,314,Standard Commercial,1185,22.3
1993,315,Intergraph,1182.1,8.4
1993,316,Bemis,1181.3,57
1993,317,Cooper Tire & Rubber,1176,43.2
1993,318,Figgie International,1172.8,28.3
1993,319,Leggett & Platt,1170.5,62.5
1993,320,Anchor Glass Container,1163.3,3.3
1993,321,Fort Howard,1151.4,-80
1993,322,Interstate Bakeries,1145.9,15.6
1993,323,Mark IV Industries,1145.6,26.4
1993,324,Savannah Foods & Industries,1139.9,9.2
1993,325,AG Processing,1129.8,N.A.
1993,326,Amgen,1128.4,357.6
1993,327,Quantum,1127.7,46.8
1993,328,Data General,1127,-62.5
1993,329,Intl. Flavors & Frag.,1126.4,170.6
1993,330,Ferro,1107.4,58.8
1993,331,Gateway,1107.1,70
1993,332,Harley-Davidson,1106.2,53.8
1993,333,J.M. Huber,1103.4,43
1993,334,Unifi,1091.4,62.6
1993,335,Alberto-Culver,1091.3,38.6
1993,336,Ocean Spray,1090.8,N.A.
1993,337,DIMON,1084.9,30.3
1993,338,Weirton Steel,1081.8,-31.8
1993,339,Vulcan Materials,1079.8,94
1993,340,General Instrument,1076,-53
1993,341,Outboard Marine,1070,1.9
1993,342,Clark Equipment,1068.1,66
1993,343,Seaboard,1060.7,31.1
1993,344,IMC Global,1058.5,-74.6
1993,345,Thomas & Betts,1057.2,50.9
1993,346,Hartmarx,1053.9,-220.2
1993,347,Smithfield Foods,1050.6,21.6
1993,348,A.O. Smith,1046.3,-17.3
1993,349,SCI Systems,1045.4,3.8
1993,350,GAF,1043.3,-167.9
1993,351,Briggs & Stratton,1043.3,51.5
1993,352,Maxtor,1038.9,7.1
1993,353,Allegheny Technologies,1036,-78.4
1993,354,Helene Curtis Industries,1023,19.2
1993,355,Pittway,1019.4,47.4
1993,356,Terex,1018.1,-61.1
1993,357,UST,1012.7,312.6
1993,358,Ecolab,1004.8,64.3
1993,359,C.R. Bard,990.2,75
1993,360,First Brands,988.5,23.4
1993,361,Snap-On,985.9,66
1993,362,Thermo Electron,975.3,59.2
1993,363,Worthington Industries,974.2,55.5
1993,364,ITT Rayonier,973.7,-103.5
1993,365,Sunbeam/Oster,967.2,48.3
1993,366,Dexter,957.6,38.2
1993,367,Danaher,955.5,31.6
1993,368,AST Research,951.1,68.5
1993,369,Tesoro,950.3,-65.9
1993,370,Holnam,946.2,-28.6
1993,371,Western Digital,940,-72.9
1993,372,H.B. Fuller,933.7,35.6
1993,373,Wheeling Pittsburgh,933.3,-33.6
1993,374,Imo Industries,929.2,-82.6
1993,375,Applera,919.7,58.8
1993,376,Brooke Group,919,-75.8
1993,377,Kellwood,917.1,22.8
1993,378,NL Industries,914.1,-76.4
1993,379,Beckman Coulter,913.6,43.8
1993,380,Essex Group,910.5,1.3
1993,381,Allergan,905.4,103.6
1993,382,Consolidated Papers,905.3,12.4
1993,383,CF Industries,903.5,N.A.
1993,384,Russell,899.1,81.9
1993,385,Nortek,895,-24.2
1993,386,Dell,889.9,50.9
1993,387,Flowers Industries,888.7,31.7
1993,388,Chesapeake,888.4,4.7
1993,389,Universal Foods,883.4,41.7
1993,390,Lukens,881.7,33.1
1993,391,Jostens,876.4,61.4
1993,392,Mitchell Energy & Devel.,874.4,44.3
1993,393,Silicon Graphics,866.6,-118.4
1993,394,Lincoln Electric Holdings,862.3,-45.8
1993,395,Uniroyal Chemical,856.6,-27.8
1993,396,JPS Textile Group,852.3,-10.9
1993,397,Magma Copper,833.3,55.3
1993,398,Wellman,828.2,52.3
1993,399,Amsted Industries,827.1,15.3
1993,400,Gitano Group,826.5,-237.9
1993,401,Quaker State,822.1,-93.8
1993,402,Valhi,821.8,-98.3
1993,403,Pilgrim's Pride,817.4,-29.7
1993,404,Herman Miller,809.7,-14.1
1993,405,Hudson Foods,809.2,2.2
1993,406,SPX,801.2,16.4
1993,407,Hubbell,800.2,77.6
1993,408,Cray Research,797.6,-14.9
1993,409,Foodbrands America,796.1,-26.8
1993,410,Safety-Kleen,795.9,45.6
1993,411,Tri Valley Growers,795.1,N.A.
1993,412,Cincinnati Milacron,792.1,21.5
1993,413,Louisiana Land & Exploration,787.4,-6.8
1993,414,Kaman,784.7,17.4
1993,415,Millipore,783.9,33.2
1993,416,Molex,782.1,67.5
1993,417,Georgia Gulf,779.5,46.3
1993,418,Primedia,778.2,-145.3
1993,419,Leslie Fay,777.4,N.A.
1993,420,Ametek,776.2,44.4
1993,421,Kendall International,774.9,226.9
1993,422,Cone Mills,770.1,43.4
1993,423,Tyco Toys,768.6,18
1993,424,Applied Materials,757.1,39.5
1993,425,Stanhome,744.1,46.7
1993,426,Thorn Apple Valley,740.4,21.1
1993,427,A. Schulman,738.9,43.8
1993,428,Crystal Brands,736.3,-75.3
1993,429,Abex,728.4,-203
1993,430,International Controls,725.6,-7.6
1993,431,Meredith,724.6,-6.3
1993,432,Insilco,724.1,-31.3
1993,433,Gaylord Container,722.8,-132.5
1993,434,Maxus Energy,718.4,74.2
1993,435,UIS,715.9,40.1
1993,436,HNI,712.3,38.7
1993,437,Interlake,711.1,-27.7
1993,438,Betz Laboratories,710.2,82
1993,439,Delta Woodside Industries,705.5,40
1993,440,Standard Register,705.2,26
1993,441,Huffy,703.6,4.2
1993,442,Union Texas,700.7,13.6
1993,443,Fisher-Price,695.5,41.3
1993,444,Longview Fibre,691.4,32.1
1993,445,Pall,690.5,92.7
1993,446,Imperial Sugar,690.2,-2.8
1993,447,Tambrands,687.5,121.4
1993,448,Stewart & Stevenson Svcs.,686.4,35.7
1993,449,Valspar,683.5,34.4
1993,450,Carter-Wallace,681.1,45.7
1993,451,Homestake Mining,681,-175.8
1993,452,Nerco,672,-551.2
1993,453,Valassis Communications,671,74.4
1993,454,NCH,670.8,39.4
1993,455,Vishay Intertechnology,664.2,30.4
1993,456,Dr Pepper/Seven-Up,663.2,-140.1
1993,457,Commerce Clearing House,659.4,-64.1
1993,458,Prairie Farms Dairy,659.3,N.A.
1993,459,Standard Products,657.7,23.3
1993,460,Coca-Cola Bottling,655.8,-114.1
1993,461,Banta,655.3,35.7
1993,462,Sigma-Aldrich,654.4,95.5
1993,463,Sealy,654.2,10
1993,464,Baroid,648.1,17.7
1993,465,Reynolds & Reynolds,647.5,39.2
1993,466,Natl. Coop. Refinery Assn.,646.4,N.A.
1993,467,Riceland Foods,642.4,N.A.
1993,468,Oshkosh Truck,641.2,8.8
1993,469,Blount,637.3,0.7
1993,470,Toro,635.2,-23.8
1993,471,Specialty Coatings International,635,22.2
1993,472,Anacomp,632,26.9
1993,473,Newmont Mining,631.7,79
1993,474,Silgan Holdings,630,4.6
1993,475,LSI Logic,629.9,-110.2
1993,476,Warnaco Group,626.9,-17.5
1993,477,Kimball International,624.4,38.6
1993,478,Sun-Diamond Growers,623.2,N.A.
1993,479,Ply Gem,623.2,6.3
1993,480,Giddings & Lewis,622.9,35.5
1993,481,La-Z-Boy,621.2,25.1
1993,482,Joy Technologies,621.1,-14.2
1993,483,AM International,620.4,-124.8
1993,484,Loctite,617.1,72.3
1993,485,Guilford Mills,614.9,24.9
1993,486,Security Benefit,613.2,15.1
1993,487,Eagle-Picher Industries,612.2,28.9
1993,488,Texas Industries,611.1,1.9
1993,489,St. Joe Paper,607.8,15.6
1993,490,Harman Intl. Industries,604.5,3.5
1993,491,Bandag,602.4,82.8
1993,492,Kennametal,594.5,12.9
1993,493,Interface,594.1,12.3
1993,494,Vector Group,594.1,41.9
1993,495,Exide Technologies,593.6,6.7
1993,496,Arcadian,593.4,4.5
1993,497,Avondale Industries,592,-11.2
1993,498,Carlisle,591.1,24.7
1993,499,Carpenter,590,14
1993,500,Block Drug,585.3,57.3
1994,1,General Motors,133621.9,2465.8
1994,2,Ford Motor,108521,2529
1994,3,Exxon Mobil,97825,5280
1994,4,Intl. Business Machines,62716,-8101
1994,5,General Electric,60823,4315
1994,6,Mobil,56576,2084
1994,7,Altria Group,50621,3091
1994,8,Chrysler,43600,-2551
1994,9,Texaco,34359,1068
1994,10,DuPont,32621,555
1994,11,ChevronTexaco,32123,1265
1994,12,Procter & Gamble,30433,-656
1994,13,Amoco,25336,1820
1994,14,Boeing,25285,1244
1994,15,PepsiCo,25020.7,1587.9
1994,16,ConAgra Foods,21519.1,270.3
1994,17,Shell Oil,20853,781
1994,18,United Technologies,20736,487
1994,19,Hewlett-Packard,20317,1177
1994,20,Eastman Kodak,20059,-1515
1994,21,Dow Chemical,18060,644
1994,22,Atlantic Richfield,17189,269
1994,23,Motorola,16963,1022
1994,24,Marathon Oil,16844,-259
1994,25,Nabisco Group Holdings,15104,-145
1994,26,Xerox,14981,-126
1994,27,Sara Lee,14580,704
1994,28,McDonnell Douglas,14487,396
1994,29,Digital Equipment,14371.4,-251.3
1994,30,Johnson & Johnson,14138,1787
1994,31,3M,14020,1263
1994,32,Coca-Cola,13957,2176
1994,33,International Paper,13685,289
1994,34,Tenneco Automotive,13255,426
1994,35,Lockheed Martin,13071,422
1994,36,Georgia-Pacific,12330,-34
1994,37,ConocoPhillips,12309,243
1994,38,Honeywell Intl.,11827,411
1994,39,IBP,11671.4,90.1
1994,40,Goodyear Tire & Rubber,11643.4,387.8
1994,41,Caterpillar,11615,652
1994,42,CBS,11564,-326
1994,43,Anheuser-Busch,11505.3,594.5
1994,44,Bristol-Myers Squibb,11413,1959
1994,45,Rockwell Automation,10840,561.9
1994,46,Merck,10498.2,2166.2
1994,47,Coastal,10136.1,115.1
1994,48,Archer Daniels Midland,9811.4,567.5
1994,49,Ashland,9553.9,142.2
1994,50,Weyerhaeuser,9544.8,579.3
1994,51,Martin Marietta,9435.7,20.9
1994,52,Raytheon,9201.2,693
1994,53,Citgo Petroleum,9107.4,162.1
1994,54,Alcoa,9055.9,4.8
1994,55,Baxter International,8879,-198
1994,56,Intel,8782,2295
1994,57,Textron,8668.5,379.1
1994,58,Texas Instruments,8523,472
1994,59,Abbott Laboratories,8407.8,1399.1
1994,60,Wyeth,8304.9,1469.3
1994,61,Fortune Brands,8287.5,469.8
1994,62,Emerson Electric,8173.8,708.1
1994,63,General Mills,8134.6,506.1
1994,64,Occidental Petroleum,8116,283
1994,65,Hanson Industries NA,8111.5,758.6
1994,66,Unocal,8077,213
1994,67,Apple Computer,7977,86.6
1994,68,TRW,7947.9,195.4
1994,69,Ralston Purina,7902.2,122.6
1994,70,Monsanto,7902,494
1994,71,Unisys,7742.5,565.4
1994,72,Deere,7693.8,-920.9
1994,73,Whirlpool,7533,51
1994,74,Pfizer,7477.7,657.5
1994,75,Sunoco,7297,288
1994,76,Compaq Computer,7191,462
1994,77,Colgate-Palmolive,7141.3,189.9
1994,78,H.J. Heinz,7103.4,396.3
1994,79,Kimberly-Clark,6972.9,510.9
1994,80,Hoechst Celanese,6899,101
1994,81,Bestfoods,6738,454.5
1994,82,Borden Chemical,6700,-630.7
1994,83,Campbell Soup,6586.2,8.2
1994,84,Bayer Corporation,6586,131.7
1994,85,Eli Lilly,6452.4,480.2
1994,86,Kellogg,6295.4,680.7
1994,87,Cooper Industries,6273.8,367.1
1994,88,Johnson Controls,6181.7,15.9
1994,89,Honeywell,5963,322.2
1994,90,Levi Strauss,5892.5,492.4
1994,91,Amerada Hess,5851.6,-268.2
1994,92,Warner-Lambert,5793.7,331
1994,93,PPG Industries,5753.9,22.2
1994,94,Sealed Air,5736.6,26
1994,95,Quaker Oats,5730.6,167.1
1994,96,Litton Industries,5480.2,65.2
1994,97,Coca-Cola Enterprises,5465,-15
1994,98,Dana,5460.1,79.6
1994,99,Gillette,5410.8,288.3
1994,100,American Cyanamid,5305.6,-1118.5
1994,101,Reynolds Metals,5269.2,-322.1
1994,102,BASF,5201.8,410.6
1994,103,Champion International,5068.8,-156.2
1994,104,Northrop Grumman,5063,96
1994,105,Stone Container,5059.6,-358
1994,106,Black & Decker,4882.2,66
1994,107,Mead,4790.3,124.1
1994,108,Scott Paper,4748.9,-277
1994,109,Farmland Industries,4722.9,N.A.
1994,110,Tyson Foods,4707.4,180.3
1994,111,Navistar International,4694,-501
1994,112,General Dynamics,4661,885
1994,113,Fort James,4650.2,-0.3
1994,114,Union Carbide,4640,58
1994,115,Eaton,4401,173
1994,116,R.R. Donnelley & Sons,4387.8,109.4
1994,117,Schering-Plough,4341.3,730.8
1994,118,Bethlehem Steel,4323.4,-266.3
1994,119,VF,4320.4,246.4
1994,120,Sun Microsystems,4308.6,156.7
1994,121,Cummins,4247.9,177.1
1994,122,Dresser Industries,4216,126.7
1994,123,LTV,4163.2,4314.9
1994,124,Crown Holdings,4162.6,99.1
1994,125,Chiquita Brands Intl.,4032.9,-51.1
1994,126,Ingersoll-Rand,4021.1,142.5
1994,127,Rhone-Poulenc Rorer,4019.4,408.6
1994,128,Avon Products,4007.6,132.1
1994,129,Corning,4004.8,-15.2
1994,130,OfficeMax,3958.3,-77.1
1994,131,Ryerson Tull,3888.2,-37.6
1994,132,Masco,3886,221.1
1994,133,Lyondell Chemical,3850,26
1994,134,American Standard,3830.5,-208.6
1994,135,J.E. Seagram,3799,-1077
1994,136,FMC,3753.9,36.3
1994,137,Times Mirror,3714.2,317.2
1994,138,Gannett,3641.6,397.8
1994,139,Pharmacia,3611.2,392.4
1994,140,Tosco,3559.2,80.6
1994,141,Pitney Bowes,3542.9,353.2
1994,142,Owens-Illinois,3535,4.9
1994,143,Hershey Foods,3488.2,193.3
1994,144,AMP,3450.6,296.7
1994,145,FINA,3416.2,70.4
1994,146,Paccar,3378.9,142.2
1994,147,Varity,3374.5,27
1994,148,Loral,3335.4,-92.1
1994,149,Air Products & Chem.,3327.7,200.9
1994,150,Kerr-McGee,3281,77
1994,151,Rohm & Haas,3269,107
1994,152,Grumman,3224.5,58.8
1994,153,Illinois Tool Works,3159.2,206.6
1994,154,Agway,3148.7,N.A.
1994,155,Union Camp,3120.4,50
1994,156,Tyco International,3114.5,1.3
1994,157,Harris,3099.1,111.1
1994,158,Berkshire Hathaway,3099,688.1
1994,159,Premark International,3097.3,172.5
1994,160,Universal,3047.2,80.2
1994,161,Seagate Technology,3043.6,195.4
1994,162,Maytag,2987.1,51.3
1994,163,Sherwin-Williams,2949.3,165.2
1994,164,Smurfit-Stone Container,2947.6,-228.9
1994,165,Owens Corning,2944,131
1994,166,Reader's Digest Assn.,2868.6,207.3
1994,167,Hormel Foods,2854,-26.8
1994,168,Hercules,2773.4,-33.4
1994,169,Hasbro,2747.2,200
1994,170,Pennzoil,2742.2,141.9
1994,171,Temple-Inland,2735.9,117.4
1994,172,Land O'Lakes,2733.3,N.A.
1994,173,Mapco,2715.3,127
1994,174,Mattel,2704.4,117.2
1994,175,Baker Hughes,2701.7,58.9
1994,176,PerkinElmer,2697.9,59.1
1994,177,Ethyl,2675.5,175.5
1994,178,Willamette Industries,2622.2,137
1994,179,Phelps Dodge,2611.1,187.9
1994,180,Avery Dennison,2608.7,84.4
1994,181,Diamond Shamrock,2555.3,18.4
1994,182,Whitman,2529.7,78.2
1994,183,Armstrong Holdings,2525.4,63.5
1994,184,Louisiana-Pacific,2511.3,244
1994,185,Ball,2508.3,-65.1
1994,186,Teledyne,2491.7,-116.5
1994,187,Parker Hannifin,2489.3,65.1
1994,188,Dover,2483.9,158.3
1994,189,Becton Dickinson,2465.4,71.8
1994,190,Knight-Ridder,2451.3,148.1
1994,191,Ultramar Diamond Shamrock,2438.3,86.5
1994,192,Praxair,2438,118
1994,193,Olin,2423,-92
1994,194,National Steel,2418.8,-258.9
1994,195,Brunswick,2354.2,23.1
1994,196,Alumax,2347.3,-138.3
1994,197,Morton International,2330.9,32.5
1994,198,Total Petroleum,2330.5,27.5
1994,199,Westvaco,2329.8,104.3
1994,200,Shaw Industries,2320.8,100.6
1994,201,Manville,2275.9,47.8
1994,202,Dean Foods,2274.3,68.4
1994,203,Stanley Works,2273.1,84.1
1994,204,Premcor,2258,-8.2
1994,205,Nucor,2253.7,123.5
1994,206,Polaroid,2244.9,-51.3
1994,207,Collins & Aikman,2225.4,-271.3
1994,208,Intl. Multifoods,2223.9,41.2
1994,209,McGraw-Hill,2195.5,11.4
1994,210,Conner Peripherals,2151.7,-445.3
1994,211,Engelhard,2150.9,0.7
1994,212,Witco,2142.6,19.8
1994,213,E-SYSTEMS,2097.1,121.9
1994,214,Burlington Industries Equity,2057.9,85.1
1994,215,CENEX,2048,N.A.
1994,216,Dow Corning,2043.7,-287
1994,217,York International,2031.9,5.2
1994,218,Maxxam,2031.1,-600.2
1994,219,Tandem Computers,2031,-517.7
1994,220,Springs Industries,2022.8,-25.3
1994,221,New York Times,2019.7,6.1
1994,222,Dell,2013.9,101.6
1994,223,National Semiconductor,2013.7,130.3
1994,224,Central Soya,1981.4,15.5
1994,225,McDermott,1969.6,-273.8
1994,226,Rubbermaid,1960.2,211.4
1994,227,Tribune,1952.5,188.6
1994,228,Sonoco Products,1947.2,118.8
1994,229,Echlin,1944.5,93.6
1994,230,Fleetwood Enterprises,1941.9,56.6
1994,231,Arvin Industries,1939.4,40.3
1994,232,Dow Jones,1931.8,147.5
1994,233,USG,1916,1297
1994,234,GenCorp,1905,43
1994,235,Fruit of the Loom,1884.4,207.5
1994,236,Bausch & Lomb,1872.2,156.5
1994,237,MID-AMERICA DAIRYMEN,1825.7,N.A.
1994,238,Pet,1825.5,-123
1994,239,Goodrich,1818.3,128.3
1994,240,Clorox,1807.5,167.1
1994,241,National Service Industries,1804.8,75.1
1994,242,Imcera Group,1796.3,-200.4
1994,243,Great Lakes Chemical,1792,272.8
1994,244,Metaldyne,1774.8,47.6
1994,245,Lear,1756.5,10.1
1994,246,Duracell International,1742.2,48.5
1994,247,Asarco,1736.4,15.6
1994,248,Gateway,1731.7,66
1994,249,Timken,1708.8,-271.9
1994,250,Quantum,1697.2,93.8
1994,251,SCI Systems,1697.1,26.6
1994,252,Sequa,1697,N.A.
1994,253,Reliance Electric,1688,25
1994,254,AMDAHL,1680.5,-580
1994,255,American Greetings,1671.7,112.3
1994,256,ARMCO,1664,-641.8
1994,257,Furniture Brands Intl.,1656.8,45.4
1994,258,Advanced Micro Devices,1648.3,228.8
1994,259,Newell Rubbermaid,1645,165.3
1994,260,Aeroquip-Vickers,1643.8,-59.7
1994,261,Cyprus Amax Minerals,1639.7,100.2
1994,262,Murphy Oil,1636.7,102.1
1994,263,Cabot,1614.3,11.3
1994,264,Freeport-McMoran,1610.6,-103.8
1994,265,Molson Coors Brewing,1581.8,-41.9
1994,266,Deluxe,1581.8,141.9
1994,267,Federal-Mogul,1575.5,40.1
1994,268,M.A. Hanna,1560.8,2
1994,269,Detroit Diesel,1560.1,20.7
1994,270,McCormick,1556.6,73.1
1994,271,Del Monte Foods,1555,-188
1994,272,Nacco Industries,1549.4,8.3
1994,273,Trinity Industries,1540,45
1994,274,General Signal,1530,34.7
1994,275,Leggett & Platt,1526.7,85.9
1994,276,Lubrizol,1517.6,45.6
1994,277,Magnetek,1512.2,-21.7
1994,278,WestPoint Stevens,1501,-402.3
1994,279,Washington Post,1498.2,165.4
1994,280,Lafarge,1494.5,5.9
1994,281,Crown Central,1451.2,-4.3
1994,282,Hillenbrand Industries,1447.9,145.8
1994,283,Maxtor,1442.5,46.1
1994,284,Wm. Wrigley Jr.,1428.5,174.9
1994,285,Harsco,1422.3,87.6
1994,286,Brown-Forman,1414.5,156.2
1994,287,AST Research,1412.2,-53.7
1994,288,Storage Technology,1404.8,-77.8
1994,289,Gold Kist Holdings,1400.6,N.A.
1994,290,General Instrument,1392.5,90.6
1994,291,Nalco Chemical,1389.4,85.6
1994,292,Federal Paper Board,1386.4,20.8
1994,293,Raychem,1385.7,9.6
1994,294,Sundstrand,1383.1,140.7
1994,295,Potlatch,1368.9,6.6
1994,296,Bowater,1353.7,-64.5
1994,297,Tecumseh Products,1337.3,81.4
1994,298,Coltec Industries,1334.8,47.4
1994,299,Unifi,1332.2,128.1
1994,300,Medtronic,1328.2,197.2
1994,301,Pentair,1328.2,46.6
1994,302,Varian Associates,1311,45.8
1994,303,Crane,1310.2,48.9
1994,304,Amgen,1306.3,383.3
1994,305,Tektronix,1302.4,-55.1
1994,306,Walter Industries,1291.3,-58
1994,307,Gerber Products,1269.5,42.5
1994,308,E.W. Scripps,1259.5,128.7
1994,309,Thermo Electron,1249.7,76.6
1994,310,Burlington Resources,1249,256.3
1994,311,Wang Laboratories,1247,-197.2
1994,312,Standard Commercial,1239.5,21.2
1994,313,J.M. Huber,1238.4,29.7
1994,314,Great American Mgmt. & Inv.,1237.2,-32.9
1994,315,Joy Global,1234.7,-17.7
1994,316,Triarc,1231.9,-90.9
1994,317,Zenith Electronics,1228.2,-97
1994,318,Western Digital,1225.2,-25.1
1994,319,Valero Energy,1222.2,36.4
1994,320,Mark IV Industries,1222,42.2
1994,321,AG Processing,1218.6,N.A.
1994,322,Harley-Davidson,1217.4,-11.9
1994,323,Bemis,1203.5,44.3
1994,324,Thiokol,1201.7,63.8
1994,325,Weirton Steel,1201.1,-229.2
1994,326,A.O. Smith,1193.9,42.7
1994,327,Cooper Tire & Rubber,1193.6,102.2
1994,328,Intl. Flavors & Frag.,1188.6,202.5
1994,329,Fort Howard,1187.4,-2052.1
1994,330,Rohr,1175.2,-254.5
1994,331,Helene Curtis Industries,1167.8,22.1
1994,332,Ocean Spray,1167.6,N.A.
1994,333,Interstate Bakeries,1165.6,16.7
1994,334,Alberto-Culver,1148,41.3
1994,335,Smithfield Foods,1142.5,4
1994,336,Seaboard,1142.1,35.9
1994,337,Briggs & Stratton,1139.5,70.3
1994,338,Vulcan Materials,1133.5,88.2
1994,339,Snap-On,1132,85.8
1994,340,Anchor Glass Container,1126,-34.2
1994,341,Savannah Foods & Industries,1122.9,15.2
1994,342,Applera,1118,-83.1
1994,343,Worthington Industries,1115.7,66.2
1994,344,Allegheny Technologies,1100.2,70.8
1994,345,Silicon Graphics,1091.2,95.2
1994,346,Applied Materials,1080,99.7
1994,347,Oryx Energy,1080,-100
1994,348,Data General,1077.9,-60.5
1994,349,Kellwood,1077.7,28.7
1994,350,UST,1076.1,349
1994,351,Thomas & Betts,1075.9,56.5
1994,352,GAF,1069,14.4
1994,353,Danaher,1067.1,17.7
1994,354,Sunbeam/Oster,1065.9,88.8
1994,355,Ferro,1065.7,37
1994,356,DIMON,1065.4,39.3
1994,357,Alliant Techsystems,1062,-114.2
1994,358,Intergraph,1050.3,-116
1994,359,Wheeling Pittsburgh,1046.8,-6.2
1994,360,First Brands,1041.9,52.7
1994,361,Ecolab,1041.5,76.6
1994,362,United States Surgical,1037.2,-138.7
1994,363,Outboard Marine,1034.6,-282.5
1994,364,Lukens,1033.3,-50
1994,365,Cincinnati Milacron,1029.4,-101.9
1994,366,Fieldcrest Cannon,1000.1,-42.9
1994,367,BorgWarner,985.4,-98
1994,368,H.B. Fuller,975.3,10
1994,369,PolyOne,972.5,4.9
1994,370,C.R. Bard,970.8,56
1994,371,Flowers Industries,962.1,39.2
1994,372,Consolidated Papers,947.3,64.2
1994,373,ITT Rayonier,936.3,52.5
1994,374,Russell,930.8,49.1
1994,375,Hudson Foods,920.5,15.9
1994,376,Jostens,914.8,-12.1
1994,377,International Controls,909.3,-43.3
1994,378,Uniroyal Chemical,907.9,-236.7
1994,379,CF Industries,905.5,N.A.
1994,380,Mitchell Energy & Devel.,902.8,18.5
1994,381,IMC Global,897.1,-167.1
1994,382,Cray Research,894.9,60.9
1994,383,Universal Foods,891.6,33
1994,384,Allergan,888,108.9
1994,385,Pilgrim's Pride,887.8,21
1994,386,Dexter,887.1,24.2
1994,387,JPS Textile Group,885.7,-21.8
1994,388,Chesapeake,885,10.4
1994,389,Beckman Coulter,875.7,-37.6
1994,390,Clark Equipment,874.9,48
1994,391,Amsted Industries,868.1,18.7
1994,392,General Cable,859.7,-57.6
1994,393,Molex,859.3,71.1
1994,394,Vishay Intertechnology,856.3,44.1
1994,395,Herman Miller,855.7,22.1
1994,396,Lincoln Electric Holdings,846,-37.3
1994,397,Primedia,844.7,-86.5
1994,398,Wellman,842.1,31.4
1994,399,Solectron,836.3,30.6
1994,400,Hubbell,832.4,66.3
1994,401,Tesoro,831,17
1994,402,Micron Technology,828.3,104.1
1994,403,Kendall International,816.3,49.2
1994,404,Louisiana Land & Exploration,815.4,9.6
1994,405,Imo Industries,813.7,-270.6
1994,406,Stewart & Stevenson Svcs.,812.5,34.7
1994,407,Arcadian,803.2,2.5
1994,408,Safety-Kleen,794.6,-101.3
1994,409,Kaman,792.5,-28.8
1994,410,Magma Copper,792.4,21.9
1994,411,Maxus Energy,786.7,-49.4
1994,412,EMC,782.6,127.1
1994,413,Valhi,781.7,-79.1
1994,414,HNI,780.3,45.1
1994,415,Cone Mills,769.2,49.6
1994,416,Georgia Gulf,768.9,41.9
1994,417,Meredith,768.8,18.6
1994,418,Figgie International,768.6,-179.8
1994,419,Pittway,767.6,32.8
1994,420,Standard Products,763.8,22.6
1994,421,Tri Valley Growers,763,N.A.
1994,422,UIS,761.5,43.1
1994,423,Quaker State,759.2,13.7
1994,424,Huffy,757.9,-4.9
1994,425,SPX,756.1,-40.6
1994,426,Stanhome,750.7,33.1
1994,427,Nortek,744.1,-20.8
1994,428,Sigma-Aldrich,739.4,96.3
1994,429,Security Benefit,737.2,4.8
1994,430,Gaylord Container,733.5,130.2
1994,431,Ametek,732.2,-7.3
1994,432,Hartmarx,732,6.2
1994,433,DSC Communications,730.8,81.7
1994,434,Scientific-Atlanta,730.6,20
1994,435,Tyco Toys,730.2,-69.9
1994,436,Thorn Apple Valley,729.9,13.9
1994,437,Ply Gem,722.7,3.7
1994,438,Kimball International,722.4,30.6
1994,439,Standard Register,722.1,42.2
1994,440,Natl. Coop. Refinery Assn.,719.6,N.A.
1994,441,LSI Logic,718.8,53.8
1994,442,Prairie Farms Dairy,709.3,N.A.
1994,443,Dr Pepper/Seven-Up,707.4,77.9
1994,444,BayNetworks,704.5,75.9
1994,445,Warnaco Group,703.8,24.1
1994,446,Homestake Mining,703.5,52.5
1994,447,Terex,700,N.A.
1994,448,Banta,698,41
1994,449,Reynolds & Reynolds,697,33.4
1994,450,Foamex International,696,-12.7
1994,451,Valspar,693.7,40.2
1994,452,A. Schulman,693.2,36.7
1994,453,Blount,691.4,7.2
1994,454,Longview Fibre,689.6,40.3
1994,455,Pall,687.2,78.3
1994,456,Coca-Cola Bottling,687,14.8
1994,457,Delta Woodside Industries,686.2,27.3
1994,458,Betz Laboratories,684.9,65.5
1994,459,Toro,684.3,13
1994,460,La-Z-Boy,684.1,27.3
1994,461,Sealy,683.2,25.7
1994,462,Riceland Foods,682.5,N.A.
1994,463,Union Texas,681.9,27
1994,464,Interlake,681.3,-26
1994,465,NCH,679.9,37.6
1994,466,Oregon Steel Mills,679.8,14.8
1994,467,Teleflex,666.8,33.7
1994,468,Analog Devices,666.3,44.5
1994,469,Harman Intl. Industries,664.9,11.2
1994,470,Carter-Wallace,663.5,47.2
1994,471,Leslie Fay,661.8,-95.2
